Words,Reading,Meaning
ひそか,,
secret,,
N1,,
TOP 10000,,
魂,,
こん,,
Yang energy,,
N1,,
業績,,
ぎょうせき,,
achievement,,
N1,,
TOP 10000,,
反り,,
そり,,
warp,,
N1,,
業者,,
ぎょうしゃ,,
trader; ...,,
N1,,
TOP 500,,
保養,,
ほよう,,
health preservation,,
N1,,
出くわす,,
でくわす,,
to happen to meet,,
N1,,
いざ,,
now,,
N1,,
TOP 5000,,
申し出る,,
もうしでる,,
to report to,,
N1,,
TOP 10000,,
申し出,,
もうしで,,
proposal,,
N1,,
粘る,,
ねばる,,
to be sticky; ...,,
N1,,
遮る,,
さえぎる,,
to interrupt,,
N1,,
言い訳,,
いいわけ,,
excuse; ...,,
N1,,
TOP 10000,,
反する,,
はんする,,
to be contrary to; ...,,
N1,,
TOP 10000,,
舗装,,
ほそう,,
pavement,,
N1,,
スラックス,,
slacks,,
N1,,
全滅,,
ぜんめつ,,
annihilation,,
N1,,
反,,
たん,,
variable measure of fabric; ...,,
N1,,
業務,,
ぎょうむ,,
business,,
N1,,
TOP 1000,,
特集,,
とくしゅう,,
feature,,
N1,,
TOP 5000,,
いかにも,,
indeed,,
N1,,
TOP 10000,,
言伝,,
ことづて,,
(oral) message,,
N1,,
反応,,
はんのう,,
reaction,,
N1,,
TOP 2500,,
言論,,
げんろん,,
(one's) speech,,
N1,,
特派,,
とくは,,
send specially,,
N1,,
悩み,,
なやみ,,
trouble,,
N1,,
TOP 2500,,
悩ます,,
なやます,,
to afflict,,
N1,,
TOP 10000,,
悩ましい,,
なやましい,,
seductive; ...,,
N1,,
ないし,,
from ... to; ...,,
N1,,
TOP 10000,,
どうやら,,
it seems like; ...,,
N1,,
TOP 5000,,
メーカー,,
manufacturer,,
N1,,
TOP 1000,,
ろくな,,
satisfactory,,
N1,,
不服,,
ふふく,,
dissatisfaction,,
N1,,
局限,,
きょくげん,,
limit,,
N1,,
戯曲,,
ぎきょく,,
play,,
N1,,
両極,,
りょうきょく,,
both extremities; ...,,
N1,,
抗議,,
こうぎ,,
protest,,
N1,,
TOP 10000,,
恥,,
はじ,,
shame,,
N1,,
たるむ,,
to slacken; ...,,
N1,,
一部,,
いちぶ,,
one part; ...,,
N1,,
TOP 1000,,
ファイル,,
file,,
N1,,
TOP 2500,,
たるみ,,
slack; ...,,
N1,,
TOP 10000,,
塾,,
じゅく,,
coaching school,,
N1,,
TOP 5000,,
謝絶,,
しゃぜつ,,
refusal,,
N1,,
確保,,
かくほ,,
guarantee,,
N1,,
TOP 2500,,
深める,,
ふかめる,,
to deepen,,
N1,,
TOP 5000,,
領海,,
りょうかい,,
territorial waters,,
N1,,
脈,,
みゃく,,
pulse; ...,,
N1,,
TOP 10000,,
不評,,
ふひょう,,
bad reputation,,
N1,,
抗争,,
こうそう,,
dispute,,
N1,,
業,,
ごう,,
karma,,
N1,,
粘り,,
ねばり,,
stickiness; ...,,
N1,,
燃料,,
ねんりょう,,
fuel,,
N1,,
TOP 10000,,
ファイト,,
fight; ...,,
N1,,
燃焼,,
ねんしょう,,
burning,,
N1,,
TOP 10000,,
恥じる,,
はじる,,
to feel ashamed,,
N1,,
恥じらう,,
はじらう,,
to feel shy,,
N1,,
了解,,
りょうかい,,
comprehension,,
N1,,
密度,,
みつど,,
density,,
N1,,
TOP 10000,,
いやに,,
awfully,,
N1,,
固体,,
こたい,,
solid (body),,
N1,,
タイトル,,
title,,
N1,,
TOP 2500,,
扶養,,
ふよう,,
support,,
N1,,
タイピスト,,
typist,,
N1,,
印鑑,,
いんかん,,
stamp,,
N1,,
TOP 5000,,
砂利,,
じゃり,,
gravel; ...,,
N1,,
固定,,
こてい,,
fixation; ...,,
N1,,
TOP 2500,,
おす,,
male (animal),,
N1,,
TOP 10000,,
詐欺,,
さぎ,,
fraud,,
N1,,
TOP 5000,,
峰,,
みね,,
peak; ...,,
N1,,
TOP 10000,,
崩壊,,
ほうかい,,
collapse; ...,,
N1,,
TOP 5000,,
タイマー,,
timer,,
N1,,
番目,,
ばんめ,,
indicates position in a sequence; ...,,
N1,,
TOP 5000,,
布巾,,
ふきん,,
tea-towel,,
N1,,
布告,,
ふこく,,
edict,,
N1,,
逆転,,
ぎゃくてん,,
(sudden) change,,
N1,,
TOP 10000,,
固有,,
こゆう,,
characteristic,,
N1,,
TOP 10000,,
行い,,
おこない,,
deed,,
N1,,
計器,,
けいき,,
meter,,
N1,,
人目,,
ひとめ,,
public gaze,,
N1,,
TOP 10000,,
主人公,,
しゅじんこう,,
protagonist; ...,,
N1,,
TOP 2500,,
主食,,
しゅしょく,,
staple food,,
N1,,
有機,,
ゆうき,,
organic,,
N1,,
TOP 10000,,
創造,,
そうぞう,,
creation,,
N1,,
TOP 10000,,
有益,,
ゆうえき,,
beneficial,,
N1,,
TOP 10000,,
輪,,
りん,,
counter for wheels and flowers,,
N1,,
TOP 10000,,
突破,,
とっぱ,,
breaking through,,
N1,,
TOP 5000,,
富,,
とみ,,
riches; ...,,
N1,,
富む,,
とむ,,
to be rich,,
N1,,
TOP 10000,,
富豪,,
ふごう,,
wealthy person,,
N1,,
カーペット,,
carpet,,
N1,,
神秘,,
しんぴ,,
mystery,,
N1,,
出動,,
しゅつどう,,
sailing,,
N1,,
フェリー,,
ferry,,
N1,,
TOP 10000,,
有様,,
ありさま,,
state,,
N1,,
消息,,
しょうそく,,
news; ...,,
N1,,
突如,,
とつじょ,,
suddenly,,
N1,,
ありのまま,,
the truth,,
N1,,
丈夫,,
じょうふ,,
hero,,
N1,,
主権,,
しゅけん,,
sovereignty,,
N1,,
固める,,
かためる,,
to harden; ...,,
N1,,
TOP 10000,,
紳士,,
しんし,,
gentleman,,
N1,,
主催,,
しゅさい,,
sponsorship,,
N1,,
TOP 5000,,
誠,,
まこと,,
truth; ...,,
N1,,
情緒,,
じょうちょ,,
emotion; ...,,
N1,,
臨む,,
のぞむ,,
to look out on; ...,,
N1,,
TOP 5000,,
創刊,,
そうかん,,
launching,,
N1,,
僧,,
そう,,
monk,,
N1,,
主演,,
しゅえん,,
starring,,
N1,,
TOP 5000,,
出直し,,
でなおし,,
adjustment,,
N1,,
上手,,
うわて,,
upper part; ...,,
N1,,
林業,,
りんぎょう,,
forestry,,
N1,,
差し出す,,
さしだす,,
to present,,
N1,,
フィルター,,
filter,,
N1,,
TOP 5000,,
許容,,
きょよう,,
permission,,
N1,,
距離,,
きょり,,
distance,,
N1,,
TOP 2500,,
栄える,,
さかえる,,
to prosper,,
N1,,
主観,,
しゅかん,,
subjectivity; ...,,
N1,,
種々,,
しゅじゅ,,
variety,,
N1,,
助言,,
じょげん,,
advice,,
N1,,
TOP 10000,,
呼び止める,,
よびとめる,,
to challenge,,
N1,,
ソックス,,
socks,,
N1,,
差額,,
さがく,,
balance,,
N1,,
神聖,,
しんせい,,
holiness,,
N1,,
掌,,
てのひら,,
palm,,
N1,,
TOP 10000,,
差異,,
さい,,
difference,,
N1,,
神殿,,
しんでん,,
temple,,
N1,,
映像,,
えいぞう,,
reflection; ...,,
N1,,
TOP 2500,,
没収,,
ぼっしゅう,,
forfeiture,,
N1,,
消去,,
しょうきょ,,
elimination,,
N1,,
TOP 10000,,
瞬き,,
まばたき,,
blink; ...,,
N1,,
できもの,,
tumour,,
N1,,
収集,,
しゅうしゅう,,
gathering up,,
N1,,
TOP 5000,,
執着,,
しゅうちゃく,,
attachment,,
N1,,
出切る,,
できる,,
to be out of,,
N1,,
真理,,
しんり,,
truth,,
N1,,
着陸,,
ちゃくりく,,
landing,,
N1,,
鉄鋼,,
てっこう,,
iron and steel,,
N1,,
着目,,
ちゃくもく,,
attention,,
N1,,
TOP 10000,,
ことによると,,
possibly,,
N1,,
出生,,
しゅっしょう,,
birth,,
N1,,
出題,,
しゅつだい,,
setting a question; ...,,
N1,,
TOP 10000,,
しわ,,
wrinkle; ...,,
N1,,
TOP 5000,,
差し掛かる,,
さしかかる,,
to come near to,,
N1,,
牧師,,
ぼくし,,
pastor,,
N1,,
差し引く,,
さしひく,,
to deduct; ...,,
N1,,
ソロ,,
solo,,
N1,,
TOP 5000,,
オンライン,,
online,,
N1,,
TOP 2500,,
差し支える,,
さしつかえる,,
to interfere,,
N1,,
仕舞い,,
しまい,,
end; ...,,
N1,,
収容,,
しゅうよう,,
accommodation; ...,,
N1,,
TOP 10000,,
楽譜,,
がくふ,,
score,,
N1,,
TOP 10000,,
拒否,,
きょひ,,
denial,,
N1,,
TOP 5000,,
着色,,
ちゃくしょく,,
colouring,,
N1,,
着飾る,,
きかざる,,
to dress up,,
N1,,
ナイター,,
game under lights,,
N1,,
生ぬるい,,
なまぬるい,,
lukewarm,,
N1,,
生育,,
せいいく,,
birth and growth,,
N1,,
使い道,,
つかいみち,,
purpose; ...,,
N1,,
TOP 10000,,
着手,,
ちゃくしゅ,,
to start work (on); ...,,
N1,,
TOP 10000,,
着工,,
ちゃっこう,,
start of (construction) work,,
N1,,
営む,,
いとなむ,,
to carry on,,
N1,,
TOP 10000,,
あご,,
chin,,
N1,,
TOP 10000,,
アップ,,
increasing; ...,,
N1,,
TOP 1000,,
センス,,
taste,,
N1,,
TOP 5000,,
出世,,
しゅっせ,,
success in life,,
N1,,
生計,,
せいけい,,
livelihood,,
N1,,
着席,,
ちゃくせき,,
sit down,,
N1,,
お手上げ,,
おてあげ,,
all over,,
N1,,
掛け,,
かけ,,
credit; ...,,
N1,,
TOP 10000,,
映写,,
えいしゃ,,
projection,,
N1,,
学歴,,
がくれき,,
academic background,,
N1,,
TOP 10000,,
メロディー,,
melody; ...,,
N1,,
TOP 10000,,
おじいさん,,
grandfather; ...,,
N1,,
しもべ,,
servant,,
N1,,
収支,,
しゅうし,,
income and expenditure,,
N1,,
ソース,,
sauce; ...,,
N1,,
TOP 5000,,
老いる,,
おいる,,
to age,,
N1,,
キャリア,,
career; ...,,
N1,,
TOP 2500,,
使い,,
つかい,,
errand; ...,,
N1,,
TOP 10000,,
出産,,
しゅっさん,,
childbirth; ...,,
N1,,
TOP 5000,,
適性,,
てきせい,,
aptitude,,
N1,,
楽観,,
らっかん,,
optimism,,
N1,,
交互,,
こうご,,
mutual,,
N1,,
TOP 10000,,
漏る,,
もる,,
to leak,,
N1,,
ゼリー,,
jello; ...,,
N1,,
TOP 10000,,
拒絶,,
きょぜつ,,
refusal,,
N1,,
問い合わせる,,
といあわせる,,
to enquire,,
N1,,
TOP 10000,,
お世辞,,
おせじ,,
flattery,,
N1,,
出社,,
しゅっしゃ,,
going to work,,
N1,,
真相,,
しんそう,,
truth,,
N1,,
TOP 10000,,
生まれつき,,
うまれつき,,
by nature,,
N1,,
生やす,,
はやす,,
to grow,,
N1,,
収まる,,
おさまる,,
to be in one's place; ...,,
N1,,
TOP 5000,,
仕掛け,,
しかけ,,
device; ...,,
N1,,
TOP 10000,,
樹立,,
じゅりつ,,
establish,,
N1,,
樹木,,
じゅもく,,
trees and shrubs,,
N1,,
TOP 10000,,
朗読,,
ろうどく,,
reading aloud,,
N1,,
屈折,,
くっせつ,,
bending; ...,,
N1,,
運用,,
うんよう,,
making use of; ...,,
N1,,
TOP 2500,,
浪費,,
ろうひ,,
waste,,
N1,,
仕様,,
しよう,,
way; ...,,
N1,,
TOP 2500,,
交える,,
まじえる,,
to mix; ...,,
N1,,
TOP 10000,,
運輸,,
うんゆ,,
transportation,,
N1,,
的,,
まと,,
mark,,
N1,,
運命,,
うんめい,,
fate,,
N1,,
TOP 5000,,
滴,,
しずく,,
drop,,
N1,,
しきたり,,
custom,,
N1,,
仕組み,,
しくみ,,
structure; ...,,
N1,,
TOP 2500,,
サイズ,,
size,,
N1,,
TOP 400,,
目方,,
めかた,,
weight,,
N1,,
運搬,,
うんぱん,,
transport,,
N1,,
TOP 10000,,
目つき,,
めつき,,
look,,
N1,,
労力,,
ろうりょく,,
labour,,
N1,,
TOP 10000,,
交わる,,
まじわる,,
to cross; ...,,
N1,,
収益,,
しゅうえき,,
earnings,,
N1,,
TOP 5000,,
交易,,
こうえき,,
trade,,
N1,,
仕立てる,,
したてる,,
to tailor,,
N1,,
ロマンチック,,
romantic,,
N1,,
目録,,
もくろく,,
catalogue; ...,,
N1,,
いじる,,
to touch; ...,,
N1,,
TOP 5000,,
目論見,,
もくろみ,,
plan,,
N1,,
適宜,,
てきぎ,,
suitable; ...,,
N1,,
適応,,
てきおう,,
adaptation,,
N1,,
TOP 10000,,
仕上げ,,
しあげ,,
end,,
N1,,
TOP 5000,,
清算,,
せいさん,,
settlement; ...,,
N1,,
清純,,
せいじゅん,,
purity,,
N1,,
失格,,
しっかく,,
disqualification,,
N1,,
キャッチ,,
catch; ...,,
N1,,
TOP 10000,,
ごまかす,,
to deceive; ...,,
N1,,
授ける,,
さずける,,
to grant,,
N1,,
清濁,,
せいだく,,
good and evil; ...,,
N1,,
しつける,,
to be used to; ...,,
N1,,
箇,,
か,,
counter for the ichi-ni-san counting system,,
N1,,
仕入れる,,
しいれる,,
to lay in stock,,
N1,,
TOP 10000,,
護衛,,
ごえい,,
guard,,
N1,,
促す,,
うながす,,
to urge,,
N1,,
TOP 5000,,
促進,,
そくしん,,
promotion,,
N1,,
TOP 5000,,
テレックス,,
telex,,
N1,,
ブルー,,
blue; ...,,
N1,,
TOP 5000,,
安静,,
あんせい,,
rest,,
N1,,
換算,,
かんさん,,
conversion,,
N1,,
TOP 10000,,
目覚める,,
めざめる,,
to wake up; ...,,
N1,,
TOP 10000,,
あえて,,
purposely; ...,,
N1,,
TOP 5000,,
化繊,,
かせん,,
synthetic fibres,,
N1,,
化石,,
かせき,,
fossil,,
N1,,
サイクル,,
cycle,,
N1,,
TOP 5000,,
語彙,,
ごい,,
vocabulary,,
N1,,
憎しみ,,
にくしみ,,
hatred,,
N1,,
助詞,,
じょし,,
particle,,
N1,,
いたわる,,
to pity; ...,,
N1,,
仕切る,,
しきる,,
to partition; ...,,
N1,,
造り,,
つくり,,
make-up,,
N1,,
TOP 10000,,
仕上げる,,
しあげる,,
to finish up,,
N1,,
TOP 2500,,
仕上がり,,
しあがり,,
finish,,
N1,,
TOP 5000,,
履歴,,
りれき,,
personal history; ...,,
N1,,
TOP 5000,,
清らか,,
きよらか,,
clean,,
N1,,
誤る,,
あやまる,,
to make a mistake; ...,,
N1,,
TOP 10000,,
蔵相,,
ぞうしょう,,
Minister of Finance,,
N1,,
誤差,,
ごさ,,
measurement error,,
N1,,
TOP 10000,,
助動詞,,
じょどうし,,
auxiliary verb,,
N1,,
告げる,,
つげる,,
to tell; ...,,
N1,,
TOP 10000,,
露骨,,
ろこつ,,
frank; ...,,
N1,,
ドリル,,
drill (tool); ...,,
N1,,
玉,,
ぎょく,,
precious stone; ...,,
N1,,
感無量,,
かんむりょう,,
deep feeling,,
N1,,
慣れ,,
なれ,,
practice,,
N1,,
TOP 2500,,
慣らす,,
ならす,,
to accustom; ...,,
N1,,
慣行,,
かんこう,,
customary practice,,
N1,,
空腹,,
くうふく,,
hunger,,
N1,,
増進,,
ぞうしん,,
promoting,,
N1,,
語源,,
ごげん,,
word root,,
N1,,
語句,,
ごく,,
words,,
N1,,
利息,,
りそく,,
interest (bank),,
N1,,
TOP 10000,,
慣習,,
かんしゅう,,
usual (historical) custom,,
N1,,
慣用,,
かんよう,,
common,,
N1,,
利点,,
りてん,,
advantage,,
N1,,
TOP 10000,,
慣例,,
かんれい,,
custom,,
N1,,
沸騰,,
ふっとう,,
boiling,,
N1,,
TOP 10000,,
仏,,
ふつ,,
France,,
N1,,
TOP 10000,,
露,,
つゆ,,
dew; ...,,
N1,,
利子,,
りし,,
interest (bank),,
N1,,
切り,,
きり,,
end; ...,,
N1,,
TOP 5000,,
諸君,,
しょくん,,
Gentlemen!,,
N1,,
利潤,,
りじゅん,,
profit,,
N1,,
死刑,,
しけい,,
death penalty,,
N1,,
騒動,,
そうどう,,
strife; ...,,
N1,,
TOP 10000,,
殿様,,
とのさま,,
feudal lord,,
N1,,
宛てる,,
あてる,,
to address,,
N1,,
感触,,
かんしょく,,
feel,,
N1,,
TOP 10000,,
扱い,,
あつかい,,
treatment,,
N1,,
TOP 2500,,
感染,,
かんせん,,
infection,,
N1,,
TOP 5000,,
覆す,,
くつがえす,,
to overturn; ...,,
N1,,
スタジオ,,
studio,,
N1,,
TOP 2500,,
助け,,
たすけ,,
assistance,,
N1,,
TOP 10000,,
感度,,
かんど,,
sensitivity,,
N1,,
TOP 10000,,
増強,,
ぞうきょう,,
augment,,
N1,,
マッサージ,,
massage,,
N1,,
TOP 2500,,
単調,,
たんちょう,,
monotony; ...,,
N1,,
圧迫,,
あっぱく,,
pressure,,
N1,,
TOP 10000,,
田園,,
でんえん,,
country; ...,,
N1,,
圧力,,
あつりょく,,
pressure; ...,,
N1,,
TOP 10000,,
覆面,,
ふくめん,,
mask; ...,,
N1,,
果てる,,
はてる,,
to end; ...,,
N1,,
単独,,
たんどく,,
sole; ...,,
N1,,
TOP 10000,,
蜜,,
みつ,,
nectar; ...,,
N1,,
合致,,
がっち,,
agreement,,
N1,,
奉仕,,
ほうし,,
service; ...,,
N1,,
TOP 10000,,
複合,,
ふくごう,,
composite,,
N1,,
TOP 10000,,
殿,,
しんがり,,
rear; ...,,
N1,,
有する,,
ゆうする,,
to own,,
N1,,
TOP 5000,,
伝来,,
でんらい,,
ancestral,,
N1,,
脚色,,
きゃくしょく,,
dramatization; ...,,
N1,,
安っぽい,,
やすっぽい,,
cheap-looking,,
N1,,
脚本,,
きゃくほん,,
script,,
N1,,
TOP 10000,,
式場,,
しきじょう,,
ceremonial hall,,
N1,,
TOP 10000,,
継ぎ目,,
つぎめ,,
joint,,
N1,,
腹立ち,,
はらだち,,
anger,,
N1,,
書評,,
しょひょう,,
book review,,
N1,,
切ない,,
せつない,,
painful; ...,,
N1,,
TOP 10000,,
跡継ぎ,,
あとつぎ,,
heir,,
N1,,
感慨,,
かんがい,,
strong feelings,,
N1,,
茎,,
くき,,
stalk,,
N1,,
TOP 10000,,
大げさ,,
おおげさ,,
grandiose,,
N1,,
TOP 10000,,
施設,,
しせつ,,
institution; ...,,
N1,,
TOP 1000,,
オレンジ,,
orange,,
N1,,
TOP 5000,,
乱用,,
らんよう,,
abuse,,
N1,,
つつく,,
to poke; ...,,
N1,,
報酬,,
ほうしゅう,,
remuneration,,
N1,,
TOP 5000,,
伝達,,
でんたつ,,
transmission,,
N1,,
TOP 10000,,
雑木,,
ぞうき,,
various kinds of small trees,,
N1,,
赤字,,
あかじ,,
deficit; ...,,
N1,,
TOP 10000,,
報道,,
ほうどう,,
information; ...,,
N1,,
TOP 2500,,
シナリオ,,
script; ...,,
N1,,
TOP 10000,,
逸らす,,
そらす,,
to turn away,,
N1,,
干渉,,
かんしょう,,
interference,,
N1,,
TOP 10000,,
客観,,
きゃっかん,,
objectivity,,
N1,,
襟,,
えり,,
collar; ...,,
N1,,
TOP 10000,,
経費,,
けいひ,,
expenses,,
N1,,
TOP 10000,,
霰,,
あられ,,
hail; ...,,
N1,,
福,,
ふく,,
good fortune,,
N1,,
TOP 10000,,
報じる,,
ほうじる,,
to inform,,
N1,,
経歴,,
けいれき,,
personal history,,
N1,,
TOP 10000,,
報ずる,,
ほうずる,,
to inform,,
N1,,
TOP 10000,,
福祉,,
ふくし,,
welfare,,
N1,,
TOP 5000,,
あっけない,,
unsatisfying,,
N1,,
煩わしい,,
わずらわしい,,
troublesome,,
N1,,
呆然,,
ぼうぜん,,
dumbfounded,,
N1,,
経路,,
けいろ,,
course; ...,,
N1,,
TOP 10000,,
幹線,,
かんせん,,
main line,,
N1,,
継ぐ,,
つぐ,,
to succeed,,
N1,,
TOP 10000,,
家来,,
けらい,,
retainer,,
N1,,
幹部,,
かんぶ,,
management,,
N1,,
TOP 10000,,
云々,,
うんぬん,,
and so on; ...,,
N1,,
TOP 10000,,
運送,,
うんそう,,
transport,,
N1,,
繁栄,,
はんえい,,
prospering,,
N1,,
阻む,,
はばむ,,
to keep someone from doing,,
N1,,
阻止,,
そし,,
obstruction,,
N1,,
TOP 10000,,
果たす,,
はたす,,
to accomplish; ...,,
N1,,
TOP 2500,,
訴訟,,
そしょう,,
litigation,,
N1,,
TOP 10000,,
稲光,,
いなびかり,,
lightning,,
N1,,
幽霊,,
ゆうれい,,
ghost,,
N1,,
売り出し,,
うりだし,,
sale,,
N1,,
喫茶,,
きっさ,,
tea drinking; ...,,
N1,,
TOP 10000,,
果て,,
はて,,
the end,,
N1,,
雑談,,
ざつだん,,
chatting,,
N1,,
TOP 10000,,
繁盛,,
はんじょう,,
prosperity,,
N1,,
繁殖,,
はんしょく,,
breed,,
N1,,
TOP 10000,,
伝説,,
でんせつ,,
tradition,,
N1,,
TOP 5000,,
責務,,
せきむ,,
duty,,
N1,,
単一,,
たんいつ,,
single,,
N1,,
赤らむ,,
あからむ,,
to become red,,
N1,,
施す,,
ほどこす,,
to give; ...,,
N1,,
TOP 2500,,
生む,,
うむ,,
to give birth; ...,,
N1,,
TOP 5000,,
なじる,,
to rebuke,,
N1,,
経る,,
へる,,
to pass; ...,,
N1,,
TOP 10000,,
議題,,
ぎだい,,
topic of discussion,,
N1,,
無効,,
むこう,,
invalid,,
N1,,
TOP 5000,,
氾濫,,
はんらん,,
overflowing; ...,,
N1,,
無口,,
むくち,,
reticence,,
N1,,
家畜,,
かちく,,
domestic animals,,
N1,,
古代,,
こだい,,
ancient times,,
N1,,
TOP 10000,,
経緯,,
いきさつ,,
details; ...,,
N1,,
TOP 5000,,
読者,,
どくしゃ,,
reader,,
N1,,
TOP 5000,,
殺人,,
さつじん,,
murder,,
N1,,
TOP 10000,,
組み込む,,
くみこむ,,
to insert,,
N1,,
TOP 10000,,
指令,,
しれい,,
orders,,
N1,,
虚ろ,,
うつろ,,
cavity; ...,,
N1,,
一律,,
いちりつ,,
uniform,,
N1,,
TOP 10000,,
弱る,,
よわる,,
to weaken,,
N1,,
TOP 10000,,
すくう,,
to scoop,,
N1,,
お使い,,
おつかい,,
errand; ...,,
N1,,
TOP 5000,,
犯す,,
おかす,,
to commit; ...,,
N1,,
TOP 10000,,
鞠,,
まり,,
ball; ...,,
N1,,
セレモニー,,
ceremony,,
N1,,
システム,,
system,,
N1,,
TOP 1000,,
版画,,
はんが,,
woodcut,,
N1,,
経過,,
けいか,,
passage,,
N1,,
TOP 2500,,
お産,,
おさん,,
(giving) birth,,
N1,,
無言,,
むごん,,
silence,,
N1,,
訴え,,
うったえ,,
lawsuit,,
N1,,
食い違う,,
くいちがう,,
to cross each other,,
N1,,
雑貨,,
ざっか,,
miscellaneous goods,,
N1,,
TOP 5000,,
打ち消し,,
うちけし,,
negation,,
N1,,
支持,,
しじ,,
support; ...,,
N1,,
TOP 5000,,
一様,,
いちよう,,
uniformity,,
N1,,
シック,,
chic; ...,,
N1,,
TOP 10000,,
イエス,,
Jesus; ...,,
N1,,
TOP 10000,,
読み上げる,,
よみあげる,,
to read out loud,,
N1,,
真心,,
まごころ,,
sincerity,,
N1,,
打ち合わせる,,
うちあわせる,,
to knock together; ...,,
N1,,
素早い,,
すばやい,,
fast; ...,,
N1,,
TOP 5000,,
領地,,
りょうち,,
territory,,
N1,,
領土,,
りょうど,,
dominion,,
N1,,
一連,,
いちれん,,
series; ...,,
N1,,
TOP 10000,,
領域,,
りょういき,,
area,,
N1,,
TOP 5000,,
素朴,,
そぼく,,
simplicity,,
N1,,
TOP 10000,,
議案,,
ぎあん,,
legislative bill; ...,,
N1,,
付け加える,,
つけくわえる,,
to add one thing to another,,
N1,,
議決,,
ぎけつ,,
resolution,,
N1,,
無意味,,
むいみ,,
nonsense,,
N1,,
議事堂,,
ぎじどう,,
assembly hall,,
N1,,
オリエンテーション,,
orientation,,
N1,,
弱める,,
よわめる,,
to weaken,,
N1,,
弱まる,,
よわまる,,
to abate,,
N1,,
母校,,
ぼこう,,
alma mater,,
N1,,
組み合わせる,,
くみあわせる,,
to join together,,
N1,,
TOP 2500,,
タンパク質,,
タンパクしつ,,
protein,,
N1,,
TOP 5000,,
地方,,
じかた,,
person in charge of music; ...,,
N1,,
待望,,
たいぼう,,
expectant waiting; ...,,
N1,,
TOP 10000,,
ほころびる,,
to come apart at the seams; ...,,
N1,,
象,,
しょう,,
phenomenon,,
N1,,
待遇,,
たいぐう,,
treatment; ...,,
N1,,
TOP 10000,,
カット,,
cut; ...,,
N1,,
TOP 2500,,
再生,,
さいせい,,
resuscitation; ...,,
N1,,
TOP 2500,,
ヶ月,,
かげつ,,
months,,
N1,,
TOP 500,,
試み,,
こころみ,,
attempt; ...,,
N1,,
TOP 10000,,
詳細,,
しょうさい,,
detail,,
N1,,
TOP 1000,,
取り締まる,,
とりしまる,,
to manage,,
N1,,
取り調べる,,
とりしらべる,,
to investigate,,
N1,,
引っ掻く,,
ひっかく,,
to scratch,,
N1,,
取り組む,,
とりくむ,,
to tackle,,
N1,,
TOP 2500,,
ショック,,
shock; ...,,
N1,,
TOP 5000,,
ばらまく,,
to disseminate,,
N1,,
つく,,
to breathe out; ...,,
N1,,
劇団,,
げきだん,,
troupe,,
N1,,
TOP 10000,,
比例,,
ひれい,,
proportion,,
N1,,
TOP 10000,,
引っ掛ける,,
ひっかける,,
to hang; ...,,
N1,,
宮殿,,
きゅうでん,,
palace,,
N1,,
象徴,,
しょうちょう,,
symbol,,
N1,,
TOP 5000,,
法廷,,
ほうてい,,
courtroom,,
N1,,
暴露,,
ばくろ,,
disclosure,,
N1,,
弓,,
ゆみ,,
bow; ...,,
N1,,
TOP 10000,,
内臓,,
ないぞう,,
internal organs,,
N1,,
TOP 10000,,
態勢,,
たいせい,,
attitude,,
N1,,
鍛える,,
きたえる,,
to forge; ...,,
N1,,
TOP 5000,,
怠慢,,
たいまん,,
negligence,,
N1,,
試みる,,
こころみる,,
to try,,
N1,,
TOP 10000,,
こたつ,,
kotatsu,,
N1,,
取り立てる,,
とりたてる,,
to collect (debts); ...,,
N1,,
取り戻す,,
とりもどす,,
to take back,,
N1,,
TOP 5000,,
比率,,
ひりつ,,
ratio,,
N1,,
TOP 5000,,
掻き回す,,
かきまわす,,
to stir up,,
N1,,
とかく,,
(doing) various things; ...,,
N1,,
比重,,
ひじゅう,,
specific gravity; ...,,
N1,,
応募,,
おうぼ,,
application,,
N1,,
TOP 2500,,
及び,,
および,,
and,,
N1,,
TOP 500,,
待ち遠しい,,
まちどおしい,,
looking forward to,,
N1,,
誇る,,
ほこる,,
to boast of,,
N1,,
TOP 2500,,
帯びる,,
おびる,,
to wear; ...,,
N1,,
TOP 10000,,
及ぶ,,
およぶ,,
to reach; ...,,
N1,,
TOP 5000,,
証拠,,
しょうこ,,
evidence,,
N1,,
TOP 5000,,
衝撃,,
しょうげき,,
shock,,
N1,,
TOP 5000,,
視覚,,
しかく,,
sense of sight,,
N1,,
冷酷,,
れいこく,,
cruelty,,
N1,,
扉,,
とびら,,
door; ...,,
N1,,
TOP 5000,,
取り寄せる,,
とりよせる,,
to order; ...,,
N1,,
TOP 10000,,
ホース,,
hose; ...,,
N1,,
TOP 10000,,
取り巻く,,
とりまく,,
to surround,,
N1,,
TOP 10000,,
証,,
あかし,,
proof; ...,,
N1,,
TOP 5000,,
悲鳴,,
ひめい,,
shriek,,
N1,,
もって,,
with; ...,,
N1,,
TOP 2500,,
遊牧,,
ゆうぼく,,
nomadism,,
N1,,
負う,,
おう,,
to bear; ...,,
N1,,
TOP 5000,,
早める,,
はやめる,,
to hasten,,
N1,,
負かす,,
まかす,,
to defeat,,
N1,,
待ち望む,,
まちのぞむ,,
to look anxiously for,,
N1,,
誇張,,
こちょう,,
exaggeration,,
N1,,
花びら,,
はなびら,,
(flower) petal,,
N1,,
TOP 10000,,
カテゴリー,,
category,,
N1,,
TOP 2500,,
顧みる,,
かえりみる,,
